,0
0,0.19444444444444445
1,0.16203703703703703
2,0.1404320987654321
3,0.12037037037037036
4,0.10648148148148148
5,0.0787037037037037
6,0.06481481481481481
7,0.043209876543209874
8,0.033950617283950615
9,0.023148148148148147
10,0.032407407407407406
