,0
0,0.19732937685459942
1,0.17655786350148367
2,0.14391691394658754
3,0.10682492581602374
4,0.10237388724035608
5,0.0712166172106825
6,0.06231454005934718
7,0.04747774480712166
8,0.02967359050445104
9,0.026706231454005934
10,0.03560830860534125
