,id,url,user,date,content,retweet,like,reply,place,coordinates,lang,media,source,quotecount,quotedtweet
433,1386618142802186240,https://twitter.com/MartiniGuyYT/status/1386618142802186240,https://twitter.com/MartiniGuyYT,2021-04-26 09:48:22+00:00,"This week i finally break 100,000 subscribers 🚀🚀🚀 https://t.co/zHuuQeyVyq",18,550,75,,,en,"[Photo(previewUrl='https://pbs.twimg.com/media/Ez5B2g5XoAIkOoc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ez5B2g5XoAIkOoc?format=jpg&name=large', type='photo')]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
434,1386605657726533636,https://twitter.com/MartiniGuyYT/status/1386605657726533636,https://twitter.com/MartiniGuyYT,2021-04-26 08:58:45+00:00,"#Ethereum $3,000 by Wednesday 🙏🚀",75,1155,68,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5,
435,1386600564692242434,https://twitter.com/MartiniGuyYT/status/1386600564692242434,https://twitter.com/MartiniGuyYT,2021-04-26 08:38:31+00:00,@QuintenFrancois Im so happy about this @0xPolygon 😍🚀🚀🚀,1,20,0,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
436,1386594089840353280,https://twitter.com/MartiniGuyYT/status/1386594089840353280,https://twitter.com/MartiniGuyYT,2021-04-26 08:12:47+00:00,EXAAACTLYYYYY AS PREDICTED 👀 https://t.co/j6h6o27Tuc,20,624,69,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,https://twitter.com/MartiniGuyYT/status/1385942552755441664
437,1386345678683652096,https://twitter.com/MartiniGuyYT/status/1386345678683652096,https://twitter.com/MartiniGuyYT,2021-04-25 15:45:41+00:00,"I think a #Bitcoin ETF will be confirmed in May

Not a chance I’m betting against #BTC at the moment, an ETF opens up a whole new world of investment into #Bitcoin",19,392,26,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,
438,1386339510322139136,https://twitter.com/MartiniGuyYT/status/1386339510322139136,https://twitter.com/MartiniGuyYT,2021-04-25 15:21:10+00:00,👀👀👀👀👀👀👀 https://t.co/j6h6o27Tuc,16,237,27,,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,https://twitter.com/MartiniGuyYT/status/1385942552755441664
439,1386325773393350659,https://twitter.com/MartiniGuyYT/status/1386325773393350659,https://twitter.com/MartiniGuyYT,2021-04-25 14:26:35+00:00,"I wonder how much #MUFC paid for this ref

No wonder they need the super league, it won’t have been cheap",3,92,29,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
440,1386317106476638208,https://twitter.com/MartiniGuyYT/status/1386317106476638208,https://twitter.com/MartiniGuyYT,2021-04-25 13:52:09+00:00,"Even stevens so far, nobody looks like they have their shooting boots on

@GoingParabolic #MUFC have remembered how to defend, they’ve been doing very well recently but i do think the winning streak will end today 6-1 #LUFC full time

1000/1 odds, be silly not to take it 😂",2,54,14,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
441,1386295955759276032,https://twitter.com/MartiniGuyYT/status/1386295955759276032,https://twitter.com/MartiniGuyYT,2021-04-25 12:28:06+00:00,@ranger_peace @GoingParabolic Taking £1 weird result bets this season has been a fun and profitable endeavour 😂,0,3,0,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
442,1386295416422031369,https://twitter.com/MartiniGuyYT/status/1386295416422031369,https://twitter.com/MartiniGuyYT,2021-04-25 12:25:58+00:00,"Leeds play Glazer scum this afternoon 

Should be a good game @GoingParabolic 

£1 on #LUFC to win 6-1",4,96,22,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
443,1386269200738668545,https://twitter.com/MartiniGuyYT/status/1386269200738668545,https://twitter.com/MartiniGuyYT,2021-04-25 10:41:47+00:00,"India isn’t having a great time of it with covid, @sandeepnailwal is raising funds to help his country

The world is suffering from this plague in more vulnerable countries now so read his thread and consider supporting the cause 🙏 https://t.co/WS2oz5pCaa",12,132,15,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,https://twitter.com/sandeepnailwal/status/1385968552679727113
444,1386268070604382209,https://twitter.com/MartiniGuyYT/status/1386268070604382209,https://twitter.com/MartiniGuyYT,2021-04-25 10:37:18+00:00,"@Crypto_Daily But ser, muh gainz",0,39,0,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
445,1386243813769977858,https://twitter.com/MartiniGuyYT/status/1386243813769977858,https://twitter.com/MartiniGuyYT,2021-04-25 09:00:55+00:00,Bullish on sunday 🚀,27,696,76,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
