,username,retweet,Like,Reply
96,Gemini,28.49505043029785,152.99009704589844,29.336633682250977
97,EarnWithSapna,28.24752426147461,102.2574234008789,41.75247573852539
98,reefpher,27.75247573852539,44.28712844848633,31.534652709960938
99,ForbesCrypto,27.544553756713867,96.24752807617188,9.465346336364746
100,taikichi_room,26.97029685974121,33.4554443359375,0.019801979884505272
101,kriptofilozofu,26.940593719482422,65.13861083984375,4.960395812988281
102,Standard_Wealth,26.77227783203125,17.7227725982666,0.31683167815208435
103,NexusOfficial,26.554454803466797,63.23762512207031,2.445544481277466
104,mskvsk,26.138614654541016,154.66336059570312,7.584158420562744
105,Cointelegraph,24.96039581298828,110.44554138183594,10.168316841125488
106,BitcoinTech5,24.930692672729492,168.00990295410156,1.3366336822509766
107,juanbiter,24.73267364501953,200.47525024414062,12.198019981384277
108,profgalloway,24.673267364501953,243.16831970214844,16.50494956970215
109,XaviercMiller,24.633663177490234,113.90099334716797,2.465346574783325
110,mikemcglone11,24.2772274017334,103.3663330078125,5.346534729003906
111,Defi_KingSwap,23.81188201904297,45.22772216796875,9.465346336364746
112,aysen_tok,23.683168411254883,769.9603881835938,17.881187438964844
113,MetrixCoin,23.673267364501953,49.81188201904297,3.534653425216675
114,BYAonline,23.643564224243164,37.158416748046875,2.3069307804107666
115,plan_marcus,23.623762130737305,117.75247192382812,6.346534729003906
116,CryptoWizardd,22.910890579223633,251.16831970214844,19.8217830657959
117,macaronswap,22.78217887878418,89.58415985107422,4.732673168182373
118,fernandoulrich,22.683168411254883,325.4257507324219,12.1386137008667
119,girlgone_crypto,22.574256896972656,235.6732635498047,48.52475357055664
120,sunnydecree,22.564355850219727,270.3861389160156,30.80198097229004
121,BitcoinSapiens,22.18811798095703,157.7821807861328,4.495049476623535
122,CoinCornerDanny,21.663366317749023,192.86138916015625,10.257425308227539
123,Nigel__DSouza,21.336633682250977,69.14851379394531,5.079207897186279
124,CryptoMKT,21.089109420776367,13.287128448486328,0.2772277295589447
125,idealist_kripto,20.514850616455078,310.0198059082031,9.01980209350586
126,KleverKrillin,19.693069458007812,75.92079162597656,7.801980018615723
127,NakamotoTsunami,19.66666603088379,104.33333587646484,3.6666667461395264
128,CoinFlipATM,19.386138916015625,75.46534729003906,7.544554233551025
129,PedroRequenaVe,19.03960418701172,3.297029733657837,0.09900990128517151
130,trader_samet,18.440677642822266,253.03390502929688,32.38983154296875
131,TheCryptoZombie,18.396039962768555,155.77227783203125,12.633663177490234
132,scottmelker,18.326732635498047,287.6336669921875,20.425743103027344
133,Wealth_Theory,18.326732635498047,188.15841674804688,8.851485252380371
134,ExchangeKripto,18.287128448486328,31.168315887451172,2.405940532684326
135,hajihajilemon,18.19801902770996,143.33663940429688,3.594059467315674
136,WSBPump,18.118812561035156,36.85148620605469,21.831684112548828
137,Iqraqasim20,18.04950523376465,6.158415794372559,0.049504950642585754
138,SquawkCNBC,18.00990104675293,69.31683349609375,17.75247573852539
139,thebull_crypto,17.861385345458984,153.8514862060547,19.475248336791992
140,iceage4506,17.673267364501953,75.06930541992188,2.762376308441162
141,Eric_BIGfund,17.594058990478516,169.83168029785156,8.247525215148926
142,DujunX,17.5,51.225807189941406,8.564516067504883
143,sonmdevelopment,17.01980209350586,63.910892486572266,6.376237392425537
144,KevinSvenson_,17.0,211.5148468017578,12.306930541992188
145,EpikNFT,16.98019790649414,64.49504852294922,72.12871551513672
146,_benkaufman,16.74257469177246,228.5742645263672,11.405941009521484
147,CryptoKaleo,16.623762130737305,274.2475280761719,18.0
148,traderrocko,16.435644149780273,68.38613891601562,6.316831588745117
149,bugrasukas,16.415842056274414,810.5742797851562,99.79207611083984
150,foxy_trader,16.066667556762695,59.13333511352539,0.7333333492279053
151,Excellion,16.059406280517578,181.40594482421875,2.0396039485931396
152,boardexam2021,15.772276878356934,15.445544242858887,0.6732673048973083
153,Breedlove22,15.762375831604004,141.70297241210938,7.960395812988281
154,cryptokanoon,15.653465270996094,96.38613891601562,8.326732635498047
155,LilMoonLambo,15.643564224243164,163.09901428222656,9.336633682250977
156,Gfilche,15.564356803894043,317.32672119140625,16.8217830657959
157,curio_invest,15.237624168395996,29.73267364501953,2.386138677597046
158,PaxonTrade,15.228571891784668,62.514286041259766,1.4571428298950195
159,DailyRavencoin,15.148514747619629,67.53465270996094,1.6435643434524536
160,f_secin,15.10891056060791,34.663368225097656,1.396039605140686
161,Hut8Mining,15.029703140258789,113.60395812988281,10.207921028137207
162,bitforexcom,14.663366317749023,35.01980209350586,11.960395812988281
163,CryptoGodJohn,14.366336822509766,217.86138916015625,17.297029495239258
164,safemooncrypto,14.257425308227539,51.96039581298828,3.118811845779419
165,GoingParabolic,14.1386137008667,246.6336669921875,20.79207992553711
166,BitcoinOrigins,14.01980209350586,30.297029495239258,10.702970504760742
167,HuffPostKorea,14.01980209350586,10.059406280517578,0.594059407711029
168,DBATTAGLIAYtube,13.98019790649414,102.04950714111328,8.742574691772461
169,gregory_raymond,13.970296859741211,82.7425765991211,6.079207897186279
170,asiahodl,13.87128734588623,86.73267364501953,5.8712873458862305
171,cryptofully,13.782177925109863,16.8217830657959,2.2574257850646973
172,Crypt0mummy,13.742574691772461,62.32673263549805,12.633663177490234
173,marcfriedrich7,13.663366317749023,93.09900665283203,8.693069458007812
174,cryptomktbrasil,13.643564224243164,13.811881065368652,0.41584157943725586
175,thegreatola,13.257425308227539,46.3564338684082,1.7623761892318726
176,BuddhaSource,13.12871265411377,125.2871322631836,27.356435775756836
177,MartiniGuyYT,12.950494766235352,248.44554138183594,35.336631774902344
178,murthaburke,12.425742149353027,45.861385345458984,2.3960394859313965
179,fatihonline_,12.336633682250977,340.3564453125,22.702970504760742
180,thereallisaann,12.316831588745117,261.4851379394531,11.653465270996094
181,CryptoVision_CV,12.258064270019531,45.48387145996094,2.0
182,futbolarena,12.188118934631348,618.5148315429688,37.23762512207031
183,Crypto_Daily,12.168316841125488,142.28712463378906,11.09900951385498
184,QuintenFrancois,12.168316841125488,133.4158477783203,10.564356803894043
185,TiberBarlas,12.079208374023438,119.57425689697266,12.297029495239258
186,TheBitcoinConf,12.059406280517578,84.39604187011719,8.1386137008667
187,ilhan_karasu,11.99009895324707,66.4554443359375,2.504950523376465
188,DTAPCAP,11.594058990478516,94.13861083984375,8.554455757141113
189,WhalePanda,11.425742149353027,138.0395965576172,10.287128448486328
190,CryptooIndia,11.396039962768555,75.0,7.237623691558838
191,TurkElit,11.297029495239258,611.267333984375,91.910888671875
192,IIICapital,11.257425308227539,105.82178497314453,7.861386299133301
193,BitcoinNL,11.247525215148926,16.712871551513672,1.8217822313308716
194,parkeralewis,11.227723121643066,94.31683349609375,4.831683158874512
195,__CaptainCrypto,11.11881160736084,39.574256896972656,1.811881184577942
196,ecoinometrics,10.970296859741211,64.82178497314453,2.5742573738098145
197,ModernInvest,10.782177925109863,95.87128448486328,11.01980209350586
198,BeaxyExchange,10.722772598266602,38.07920837402344,3.9603960514068604
199,MartyBent,10.673267364501953,140.70297241210938,9.415842056274414
200,BITCOIN_AL_DIA,10.584157943725586,34.62376403808594,2.297029733657837
201,itsmwittenberg,10.485148429870605,43.386138916015625,1.9900989532470703
202,XVGhulk,10.475247383117676,99.70297241210938,2.9009900093078613
203,nftcollector_ED,10.470588684082031,37.70588302612305,46.588233947753906
204,Bloctrends,10.287128448486328,68.95049285888672,3.4851484298706055
205,Blockworks_,9.940593719482422,57.58415985107422,2.1089107990264893
206,CryptoWhale,9.851485252380371,89.86138916015625,10.029703140258789
207,cihancarlokasal,9.800000190734863,164.1777801513672,17.044445037841797
208,CryptoBoomNews,9.752474784851074,49.138614654541016,8.792078971862793
209,MoonliftI,9.741379737854004,25.275861740112305,5.862069129943848
210,LaurenT49966770,9.722772598266602,18.524751663208008,1.8514851331710815
211,AntiDanilevski,9.663366317749023,33.5544548034668,6.6039605140686035
212,DreadBong0,9.653465270996094,55.49504852294922,3.762376308441162
213,toppjirayut,9.465346336364746,29.99009895324707,1.118811845779419
214,ToneVays,9.247525215148926,64.32673645019531,9.148514747619629
215,StrainsFinance,9.237624168395996,21.99009895324707,4.356435775756836
216,oddgems,9.217822074890137,93.8910903930664,9.405941009521484
217,ThugTheo,9.178947448730469,30.200000762939453,2.042105197906494
218,pierre_rochard,9.00990104675293,137.3267364501953,3.97029709815979
219,Niftor,8.984375,40.203125,50.453125
220,TeknikciHoca,8.98019790649414,462.41583251953125,41.801979064941406
221,Nadeem6321,8.970296859741211,25.8217830657959,3.0693068504333496
222,BitFinanzas,8.811881065368652,29.089109420776367,0.6237623691558838
223,HowtoearnBTC,8.702970504760742,8.376237869262695,3.9900989532470703
224,javierbitcoin,8.653465270996094,59.68316650390625,3.673267364501953
225,btcturk,8.574257850646973,204.7623748779297,8.732673645019531
226,MitchRayTA,8.485148429870605,50.3564338684082,6.336633682250977
227,paoloardoino,8.277227401733398,81.13861083984375,11.01980209350586
228,pete_rizzo_,8.158415794372559,52.801979064941406,2.7128713130950928
229,EylemCulculoglu,8.12871265411377,275.1188049316406,24.20792007446289
230,RodolpheSteffan,8.079208374023438,68.87128448486328,9.366336822509766
231,C_Barraud,8.069307327270508,13.801980018615723,1.0297030210494995
232,CryptoChaplin,7.86274528503418,34.54901885986328,3.058823585510254
233,BobLoukas,7.831683158874512,106.29702758789062,6.029703140258789
234,cryptobuzznews,7.772277355194092,17.475248336791992,1.0990098714828491
235,ViralErik,7.683168411254883,159.2376251220703,6.158415794372559
236,ilearnblock,7.623762607574463,13.168316841125488,1.3861385583877563
237,nford,7.554455280303955,17.49505043029785,9.277227401733398
238,treyrutledge3,7.504950523376465,18.73267364501953,0.603960394859314
239,LeJournalDuCoin,7.495049476623535,30.78217887878418,3.089108943939209
240,George1Trader,7.475247383117676,104.76237487792969,8.772276878356934
241,crypto_futur,7.435643672943115,129.52474975585938,27.81188201904297
242,AlexejRomanovic,7.386138439178467,26.455446243286133,1.4455446004867554
243,ranchimallFLO,7.346534729003906,10.98019790649414,0.8910890817642212
244,iLatif_,7.287128925323486,51.58415985107422,2.613861322402954
245,coinclubjapan,7.237623691558838,24.78217887878418,1.4059406518936157
246,Fairmarket_Ph,7.207921028137207,7.980197906494141,0.4554455578327179
247,ekonomikocu,7.158415794372559,219.61386108398438,7.1287126541137695
248,NikolaBench,7.125,14.75,11.875
249,TheRealTahinis,7.00990104675293,63.75247573852539,5.178217887878418
250,aliens_crypto,7.00990104675293,10.08910846710205,6.673267364501953
251,MCCVentures,7.0,7.4851484298706055,0.13861386477947235
252,TheADAApe,6.970296859741211,63.70296859741211,2.851485252380371
253,CryptooAdy,6.970296859741211,52.12871170043945,9.643564224243164
254,dilutionproof,6.920792102813721,45.178218841552734,2.3069307804107666
255,iamchrisani,6.801980018615723,40.9901008605957,3.8019802570343018
256,_electronicCash,6.7821784019470215,12.742574691772461,2.326732635498047
257,nftanalysis,6.690476417541504,31.35714340209961,37.69047546386719
258,dogeofficialceo,6.623762607574463,32.663368225097656,1.3663365840911865
259,WoonklyES,6.445544719696045,21.22772216796875,1.1089109182357788
260,DrWrightQuotes,6.415841579437256,23.891088485717773,1.514851450920105
261,PetroNoticiaVe,6.415841579437256,0.8316831588745117,0.059405941516160965
262,moshedmohamad,6.376237392425537,23.96039581298828,2.643564462661743
263,BakriElhamim,6.366336822509766,7.980197906494141,8.91089153289795
264,BinanceKiller,6.336633682250977,18.95049476623535,0.5049505233764648
265,CryptoFuturama,6.316831588745117,20.346534729003906,3.623762369155884
266,ciphervolt,6.266666889190674,18.266666412353516,1.2000000476837158
267,LauraTPickford1,6.227722644805908,8.772276878356934,3.465346574783325
268,julianhosp,6.198019981384277,94.089111328125,6.4851484298706055
269,NorthstarCharts,6.1287126541137695,43.30693054199219,3.405940532684326
270,coercaodobem,6.089108943939209,76.94059753417969,2.7425742149353027
271,BadgerDAO,6.089108943939209,45.029701232910156,3.7128713130950928
272,SovrynBTC,6.079207897186279,29.158416748046875,2.613861322402954
273,CryptoTony__,5.970296859741211,47.56435775756836,4.8712873458862305
274,notgrubles,5.910891056060791,75.03960418701172,5.683168411254883
275,htmlcoinevangel,5.782608509063721,14.17391300201416,0.21739129722118378
276,Utoday_en,5.712871074676514,18.099010467529297,0.801980197429657
277,EKryptowalut,5.6930694580078125,41.56435775756836,6.920792102813721
278,dergigi,5.633663177490234,64.81188201904297,3.9009900093078613
279,iecheverriai,5.623762607574463,16.633663177490234,5.1287126541137695
280,DomOnChain,5.5742573738098145,28.77227783203125,1.5445544719696045
281,danclarkie,5.554455280303955,11.10891056060791,5.0
282,lenuitrenard,5.4851484298706055,45.94059371948242,8.217822074890137
283,crypto_div,5.4851484298706055,42.22772216796875,2.584158420562744
284,TV9Bharatvarsh,5.475247383117676,45.16831588745117,2.118811845779419
285,chidambara09,5.455445766448975,3.297029733657837,0.10891088843345642
286,AsieduMends,5.415841579437256,27.643564224243164,2.0495049953460693
287,Crypto_dealer1,5.405940532684326,6.891088962554932,0.7920792102813721
288,AleksSvetski,5.346534729003906,57.79207992553711,3.7524752616882324
289,ErikVoorhees,5.297029495239258,49.891090393066406,5.5148515701293945
290,globalnewsto,5.247524738311768,14.455445289611816,5.257425785064697
291,CNBCTheExchange,5.138613700866699,14.643564224243164,2.0495049953460693
292,alex_fazel,5.1287126541137695,30.96039581298828,3.2475247383117676
293,earnwithrk,4.910891056060791,30.584157943725586,10.1386137008667
294,cryptonewshindi,4.811881065368652,26.148515701293945,2.504950523376465
295,timothysykes,4.772277355194092,32.910892486572266,2.8118813037872314
296,BoxenTrade,4.762376308441162,8.257425308227539,0.48514851927757263
297,coinustadii,4.7272725105285645,8.636363983154297,4.636363506317139
298,lepublichalk,4.722772121429443,374.9306945800781,26.396039962768555
299,riabhutoria,4.722772121429443,52.47524642944336,3.0099010467529297
300,skengfya,4.683168411254883,12.633663177490234,1.8910890817642212
301,VergeVg,4.643564224243164,29.574256896972656,1.1683168411254883
302,TheBitfi,4.633663177490234,20.02970314025879,1.7128713130950928
303,CoinCornerMolly,4.613861560821533,78.16831970214844,6.732673168182373
304,Kriptomessi,4.5742573738098145,301.78216552734375,22.475248336791992
305,Crypto31107204,4.5714287757873535,7.214285850524902,1.4285714626312256
306,brockpierce,4.4851484298706055,35.48514938354492,4.861386299133301
307,blocktrainer,4.475247383117676,38.930694580078125,5.277227878570557
308,CryptoChihiro,4.405940532684326,27.346534729003906,4.376237392425537
309,Xentagz,4.366336822509766,36.4554443359375,3.524752378463745
310,nakamoney,4.366336822509766,28.306930541992188,1.8019802570343018
311,Grady_Booch,4.356435775756836,35.47524642944336,2.326732635498047
312,chadbitcoiner,4.257425785064697,49.970298767089844,2.415841579437256
313,jeysuhns,4.257425785064697,12.158415794372559,0.2673267424106598
314,LunarCRUSH_af,4.257425785064697,11.920791625976562,0.7920792102813721
315,btc_alert,4.237623691558838,5.019802093505859,0.40594059228897095
316,RomanMartinezC,4.199999809265137,30.200000762939453,1.2285714149475098
317,fundstrat,4.158415794372559,54.16831588745117,7.079207897186279
318,Eug_Ng,4.1287126541137695,21.49505043029785,1.7623761892318726
319,knutsvanholm,4.05940580368042,35.574256896972656,2.495049476623535
320,CryptoAliceTH,4.019802093505859,9.772276878356934,0.9603960514068604
321,johndun31886419,4.0,10.090909004211426,0.1818181872367859
322,RealDavidJensen,3.9306931495666504,7.970296859741211,1.3861385583877563
323,GoujonArnaud,3.9207921028137207,7.237623691558838,0.6435643434524536
324,ErenCaner,3.910891056060791,65.88118743896484,7.108911037445068
325,swaGGerscan,3.8712871074676514,9.0,0.059405941516160965
326,CryptoJencha,3.8415842056274414,8.316831588745117,0.2673267424106598
327,skywalkerist,3.8316831588745117,81.82178497314453,6.762376308441162
328,MediaMorpheus,3.821782112121582,17.73267364501953,0.603960394859314
329,MiciowithFEG,3.792079210281372,10.544554710388184,0.49504950642585754
330,Croesus_BTC,3.7722771167755127,43.29703140258789,2.2871286869049072
331,fpcfoundation,3.7524752616882324,24.24752426147461,1.1287128925323486
332,JohnkimLTC,3.7425742149353027,38.18811798095703,4.326732635498047
333,RebeccaLiggero,3.732673168182373,7.316831588745117,0.6534653306007385
334,Goldiewhoopbur1,3.7128713130950928,14.89108943939209,1.9405940771102905
335,dshah_9,3.683168411254883,2.9306931495666504,0.6435643434524536
336,obiwancoin,3.673267364501953,107.39604187011719,7.287128925323486
337,AtlegangDA,3.643564462661743,4.3960394859313965,0.2772277295589447
338,intangiblecoins,3.6336634159088135,35.386138916015625,2.1089107990264893
339,latitude8848,3.6336634159088135,13.98019790649414,0.8811880946159363
340,denariuscoin,3.5643563270568848,6.920792102813721,1.2475247383117676
341,eBargainsToday,3.5643563270568848,3.2475247383117676,0.049504950642585754
342,RonnieMoas,3.554455518722534,19.2772274017334,2.0099010467529297
343,Sadafoxo,3.465346574783325,49.366336822509766,11.148514747619629
344,BitcoinIsaiah,3.415841579437256,28.435644149780273,1.4752475023269653
345,AlexKim,3.386138677597046,24.841583251953125,1.6237623691558838
346,crypto_mystery,3.376237630844116,11.940593719482422,2.0
347,komochi4xamo,3.3663365840911865,55.881187438964844,2.267326831817627
348,KIFSCrypto,3.3366336822509766,5.920792102813721,0.6534653306007385
349,TonyW4rriorz,3.2871286869049072,4.722772121429443,1.1386138200759888
350,amonbuy,3.2772276401519775,7.663366317749023,0.5742574334144592
351,hardcorecrypt0,3.237623691558838,12.762375831604004,1.089108943939209
352,OliverMuldoon,3.1881186962127686,13.069307327270508,1.1980197429656982
353,G_Botanicals,3.089108943939209,9.87128734588623,0.42574256658554077
354,moneycontrolcom,3.0792078971862793,11.346534729003906,0.7524752616882324
355,CryptoFights,3.0792078971862793,9.792078971862793,1.1386138200759888
356,AlexRosu1989,3.0693068504333496,1.277227759361267,0.019801979884505272
357,PiotrOstapowicz,3.0099010467529297,95.1089096069336,13.594058990478516
358,TOVI_work,3.0,5.171428680419922,0.37142857909202576
359,Myth_Den,2.9603960514068604,8.792078971862793,0.801980197429657
360,timevalueofbtc,2.940593957901001,37.94059371948242,3.2574257850646973
361,HODLcelsius,2.9306931495666504,19.50494956970215,1.693069338798523
362,C3_Nik,2.910891056060791,29.415842056274414,2.415841579437256
363,coreycosta123,2.881188154220581,24.97029685974121,1.4257426261901855
364,GaryLeland,2.8415842056274414,45.87128829956055,3.762376308441162
365,AaronDayAtlas,2.821782112121582,19.23762321472168,0.7821782231330872
366,TheCryptoBubble,2.8019802570343018,38.79207992553711,3.1584157943725586
367,princey1976,2.8019802570343018,19.405941009521484,2.584158420562744
368,CoinCornerMatt,2.7821781635284424,23.168315887451172,1.7425742149353027
369,vforrkripto,2.7722771167755127,128.86138916015625,21.554454803466797
370,CK_Wallet,2.762711763381958,6.779661178588867,1.7288135290145874
371,crypto_gateway,2.762376308441162,61.96039581298828,9.811881065368652
372,compass_mining,2.7128713130950928,14.12871265411377,1.207920789718628
373,gobytenetwork,2.673267364501953,5.544554233551025,0.40594059228897095
374,Andr3iRey,2.6633663177490234,30.78217887878418,1.0099010467529297
375,Mandrik,2.643564462661743,53.46534729003906,3.1980197429656982
376,ShibLeashNinja,2.6341464519500732,7.439024448394775,0.45121949911117554
377,Ammar51728340,2.6336634159088135,3.405940532684326,1.0792078971862793
378,Trezor,2.6039605140686035,10.495049476623535,0.9603960514068604
379,nikos5800,2.584158420562744,18.554454803466797,1.0594059228897095
380,bitpatt,2.584158420562744,2.940593957901001,0.5742574334144592
381,iberkeoktay,2.5445544719696045,70.47525024414062,2.643564462661743
382,darioosh6,2.53947377204895,4.0789475440979,0.05263157933950424
383,MimesisCapital,2.495049476623535,14.277227401733398,0.6633663177490234
384,zoltan555,2.495049476623535,12.326732635498047,0.8316831588745117
385,coinline,2.495049476623535,11.742574691772461,0.7524752616882324
386,trollduniya,2.415841579437256,15.960395812988281,0.4752475321292877
387,ICOffender,2.405940532684326,21.940593719482422,1.8910890817642212
388,CryptoSniper24,2.3960394859313965,14.89108943939209,1.8316831588745117
389,WaveNodeValid,2.3902440071105957,15.146341323852539,0.8048780560493469
390,1e9petrichor,2.2772276401519775,9.98019790649414,0.7623762488365173
391,alphatrends,2.2475247383117676,38.930694580078125,4.346534729003906
392,SunnyRayShow,2.237623691558838,5.861386299133301,0.41584157943725586
393,PeterMcCormack,2.2277228832244873,68.93069458007812,19.059406280517578
394,CryptoEngineer5,2.1980197429656982,10.376237869262695,0.7128713130950928
395,blockchain_flo,2.1666667461395264,23.33333396911621,0.5
396,ParadigmaEdu,2.118811845779419,24.128713607788086,1.207920789718628
397,yagamil19483093,2.118811845779419,6.861386299133301,0.7524752616882324
398,cryptoro98,2.088235378265381,7.470588207244873,0.44117647409439087
399,AllenAu11,2.0,26.2772274017334,2.0792078971862793
400,JoshCrumb,1.9702969789505005,17.455446243286133,1.910891056060791
401,ZigluMoney,1.9405940771102905,4.3960394859313965,0.8415841460227966
402,DanDIE44,1.8910890817642212,16.346534729003906,0.6930692791938782
403,allthealts,1.8910890817642212,5.178217887878418,0.603960394859314
404,WatchdogCapital,1.881188154220581,13.257425308227539,0.3663366436958313
405,CWRoehl,1.8415842056274414,33.83168411254883,3.297029733657837
406,_bitcoiner,1.8415842056274414,5.99009895324707,4.722772121429443
407,1MarkMoss,1.7722772359848022,23.76237678527832,2.8415842056274414
408,nebraskangooner,1.7326732873916626,31.445545196533203,4.158415794372559
409,LuchoPoletti,1.7326732873916626,13.425742149353027,1.4455446004867554
