,0
0,0.23376623376623376
1,0.1590909090909091
2,0.12337662337662338
3,0.14285714285714285
4,0.1038961038961039
5,0.048701298701298704
6,0.03896103896103896
7,0.048701298701298704
8,0.04220779220779221
9,0.022727272727272728
10,0.03571428571428571
