,0
0,0.18377976190476192
1,0.15997023809523808
2,0.13616071428571427
3,0.11904761904761904
4,0.1056547619047619
5,0.0744047619047619
6,0.05654761904761905
7,0.049107142857142856
8,0.033482142857142856
9,0.033482142857142856
10,0.04836309523809524
