,0
0,0.17304747320061256
1,0.19601837672281777
2,0.15007656967840735
3,0.11026033690658499
4,0.10413476263399694
5,0.07197549770290965
6,0.04900459418070444
7,0.04134762633996937
8,0.02450229709035222
9,0.022970903522205207
10,0.05666156202143951
