,0
0,0.0
1,0.045454545454545456
2,0.045454545454545456
3,0.06060606060606061
4,0.030303030303030304
5,0.07575757575757576
6,0.015151515151515152
7,0.045454545454545456
8,0.030303030303030304
9,0.0
10,0.6515151515151515
11,55.0
12,58.0
13,11.0
14,20.0
15,76.0
